# parsed arguments: Namespace(benchmark='Q6c3f9', dsl='meta_visqa', skeletons='visqa_normal', strategy='TaPas_C', fallback='auto', timeout=300, mode='full', expected_only=False)
# loading benchmark...
# table keywords: {'variety', 'grand', '84.59999', '475', 'farm', '85.83333', '72.23334', 'orange', 'glabron', '76.63334', '60.83334', 'duluth', '66.83333', '79.09999', '34.93333', '46.3', 'svansota', '61.8', '92.93333', '63.36667', '77.36667', '73.39999', 'waseca', '56.3', '62.16667', '76.23333', '54.66667', '85.76667', '53.9', '43.56666', '69.70001', 'university', 'yield', '88.76666', '87.63333', '65.63333', '60.8', 'velvet', '55.1', 'site', '48.76667', '110.4667', '47.93333', '51.63334', '90.4', '51.53334', 'crookston', '61.46667', '64.3', 'wisconsin', '38', '77.3', '79.86666', 'trebi', '44.83334', '82.33334', 'no.', '113.0666', '60.93333', 'color', 'rapids', '50.6', 'morris', '55.26666', '100.3', 'teal', 'red', '116.96667', 'peatland', '62.56667', 'blue', '50.4', '55.13334', '66.7', 'manchuria', '61.1', 'sum', 'green', '63.9', '64.53333', '88.03334', '73.06667', '457', '64.96666', '60.43333', '55.53334', '462', '72.9', '80.0', 'yellow'}
# input type: [dtype('O'), dtype('O'), dtype('float64'), dtype('O')]
# input is:
             variety             site  Sum of yield   color
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['site', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'sum', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'Sum of yield'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['1'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['GroupSum', 'input@0', ['Sum of yield', 'color'], 'max', 'Sum of yield'], 'eqmax', 'COL0'], ['color']]
    # SelectCol(SelectRow0(@param0, eqmax, 2), ['3'])
      --> ['SelectCol', ['SelectRow0', 'input@0', 'eqmax', 'Sum of yield'], ['color']]

# ========== review report ========== #
# top-1, score: 1.65, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['2'])
# top-2, score: 1.65, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['-99', '-1'])
# top-3, score: 1.65, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['1'])
# top-4, score: 1.65, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['-99', '-2'])
# top-5, score: 1.65, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['0'])
# top-6, score: 1.65, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], sum, 2), eqmax, 2), ['-1', '-2'])
# top-7, score: 1.54, answer: Trebi
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0'], sum, 2), eqmax, 1), ['0'])
# top-8, score: 1.54, answer: Trebi
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0'], sum, 2), eqmax, 1), ['-1'])
# top-9, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1'], sum, 2), eqmax, 1), ['0'])
# top-10, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1'], sum, 2), eqmax, 1), ['-1'])
# top-11, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['2'])
# top-12, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['-99', '-1'])
# top-13, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['1'])
# top-14, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['2'])
# top-15, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['-99', '-1'])
# top-16, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['-99', '-2'])
# top-17, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['1'])
# top-18, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['2'])
# top-19, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['-99', '-1'])
# top-20, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['-99', '-2'])
# top-21, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['2'])
# top-22, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['-99', '-1'])
# top-23, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['1'])
# top-24, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['2'])
# top-25, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['-99', '-1'])
# top-26, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['-99', '-2'])
# top-27, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['1'])
# top-28, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['2'])
# top-29, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['-99', '-1'])
# top-30, score: 1.54, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['-99', '-2'])
# top-31, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['1'])
# top-32, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['-99', '-2'])
# top-33, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['0'])
# top-34, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 1), ['-1', '-2'])
# top-35, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['0'])
# top-36, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], sum, 2), eqmax, 2), ['-1', '-2'])
# top-37, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['0'])
# top-38, score: 1.54, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['-1', '-2'])
# top-39, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['0'])
# top-40, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '1'], max, 2), eqmax, 2), ['-1', '-2'])
# top-41, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['0'])
# top-42, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 1), ['-1', '-2'])
# top-43, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['0'])
# top-44, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], sum, 2), eqmax, 2), ['-1', '-2'])
# top-45, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['0'])
# top-46, score: 1.54, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['-1', '-2'])
# top-47, score: 1.54, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['1'])
# top-48, score: 1.54, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], sum, 2), eqmax, 2), ['-99', '-2'])
# top-49, score: 1.54, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['1'])
# top-50, score: 1.54, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], sum, 2), eqmax, 2), ['-99', '-2'])
# top-51, score: 1.50, answer: Waseca
  # tprog: SelectCol(SelectRow0(@param0, eqmax, 2), ['1'])
# top-52, score: 1.50, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(@param0, eqmax, 2), ['0'])
# top-53, score: 1.47, answer: 116.96667
  # tprog: Summarize(@param0, max, 2)
# top-54, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0'], max, 2), eqmax, 1), ['1'])
# top-55, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0'], max, 2), eqmax, 1), ['-99'])
# top-56, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1'], max, 2), eqmax, 1), ['1'])
# top-57, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1'], max, 2), eqmax, 1), ['-99'])
# top-58, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 0), ['0'])
# top-59, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 0), ['1'])
# top-60, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 0), ['-99'])
# top-61, score: 1.43, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 0), ['-1'])
# top-62, score: 1.43, answer: 66.83333
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 1), ['0'])
# top-63, score: 1.43, answer: 66.83333
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], sum, 2), eqmax, 1), ['-1'])
# top-64, score: 1.43, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1'], max, 2), eqmax, 1), ['0'])
# top-65, score: 1.43, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1'], max, 2), eqmax, 1), ['-1'])
# top-66, score: 1.43, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0'], max, 2), eqmax, 1), ['0'])
# top-67, score: 1.43, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0'], max, 2), eqmax, 1), ['-1'])
# top-68, score: 1.43, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['3'], sum, 2), eqmax, 1), ['0'])
# top-69, score: 1.43, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['3'], sum, 2), eqmax, 1), ['-1'])
# top-70, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['1'])
# top-71, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['2'])
# top-72, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['-99', '-1'])
# top-73, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['-99', '-2'])
# top-74, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['1'])
# top-75, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['2'])
# top-76, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['-99', '-1'])
# top-77, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['-99', '-2'])
# top-78, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['2'])
# top-79, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['-99', '-1'])
# top-80, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['1'])
# top-81, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['2'])
# top-82, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['-99', '-1'])
# top-83, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['-99', '-2'])
# top-84, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['1'])
# top-85, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['2'])
# top-86, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['-99', '-1'])
# top-87, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['-99', '-2'])
# top-88, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['2'])
# top-89, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['-99', '-1'])
# top-90, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['0'])
# top-91, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['2'])
# top-92, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['-99', '-1'])
# top-93, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['-1', '-2'])
# top-94, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['0'])
# top-95, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['2'])
# top-96, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['-99', '-1'])
# top-97, score: 1.42, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['-1', '-2'])
# top-98, score: 1.42, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['0'])
# top-99, score: 1.42, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 1), ['-1', '-2'])
# top-100, score: 1.42, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['0'])
# top-101, score: 1.42, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '2'], max, 2), eqmax, 2), ['-1', '-2'])
# top-102, score: 1.42, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['0'])
# top-103, score: 1.42, answer: Waseca
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['-1', '-2'])
# top-104, score: 1.42, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['0'])
# top-105, score: 1.42, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 1), ['-1', '-2'])
# top-106, score: 1.42, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['0'])
# top-107, score: 1.42, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '2'], max, 2), eqmax, 2), ['-1', '-2'])
# top-108, score: 1.42, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['0'])
# top-109, score: 1.42, answer: Wisconsin No. 38
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['-1', '-2'])
# top-110, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['1'])
# top-111, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['0', '3'], max, 2), eqmax, 2), ['-99', '-2'])
# top-112, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['1'])
# top-113, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['1', '3'], max, 2), eqmax, 2), ['-99', '-2'])
# top-114, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['1'])
# top-115, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 0), ['-99', '-2'])
# top-116, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['1'])
# top-117, score: 1.42, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], sum, 2), eqmax, 2), ['-99', '-2'])
# top-118, score: 1.39, answer: 116.96667
  # tprog: SelectCol(SelectRow0(@param0, eqmax, 2), ['2'])
# top-119, score: 1.39, answer: yellow
  # tprog: SelectCol(SelectRow0(@param0, eqmax, 2), ['3'])
# top-120, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 0), ['0'])
# top-121, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 0), ['1'])
# top-122, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 0), ['-99'])
# top-123, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 0), ['-1'])
# top-124, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 1), ['0'])
# top-125, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 1), ['1'])
# top-126, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 1), ['-99'])
# top-127, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2'], max, 2), eqmax, 1), ['-1'])
# top-128, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['3'], max, 2), eqmax, 1), ['1'])
# top-129, score: 1.32, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['3'], max, 2), eqmax, 1), ['-99'])
# top-130, score: 1.32, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['3'], max, 2), eqmax, 1), ['0'])
# top-131, score: 1.32, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['3'], max, 2), eqmax, 1), ['-1'])
# top-132, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['0'])
# top-133, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['2'])
# top-134, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['-99', '-1'])
# top-135, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['-1', '-2'])
# top-136, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['0'])
# top-137, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['2'])
# top-138, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['-99', '-1'])
# top-139, score: 1.31, answer: 116.96667
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['-1', '-2'])
# top-140, score: 1.31, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['1'])
# top-141, score: 1.31, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 0), ['-99', '-2'])
# top-142, score: 1.31, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['1'])
# top-143, score: 1.31, answer: yellow
  # tprog: SelectCol(SelectRow0(GroupSum(@param0, ['2', '3'], max, 2), eqmax, 2), ['-99', '-2'])
