# parsed arguments: Namespace(benchmark='Qc219b', dsl='meta_visqa', skeletons='visqa_normal', strategy='TaPas_C', fallback='auto', timeout=300, mode='abstract-only', expected_only=False)
# loading benchmark...
# table keywords: {'party', 'democratic', 'unaffiliated', 'color', 'minor', 'total', '19258', 'voters', 'blue', '140', 'republican', 'parties', '28608', '27180'}
# input type: [dtype('O'), dtype('int64'), dtype('O')]
# input is:
           Party  Total voters color
0     Republican         19258  blue
1     Democratic         28608  blue
2   Unaffiliated         27180  blue
3  Minor parties           140  blue
# query is: How many voters identify as Unaffiliated?
# expected output type:[dtype('int64')]
# expected output is:
   ANSWER
0   27180
# inferred DSL terminals:
  # ConstVal: ['28608@Int', 'Democratic@Str', 'Minor parties@Str', 'Party@Str', 'color@Str', '27180@Int', '140@Int', 'Total voters@Str', 'Unaffiliated@Str', 'Republican@Str', '19258@Int', 'blue@Str']
     # cmap: [(None, 28608), (None, 'Democratic'), (None, 'Minor parties'), (None, 'Party'), (None, 'color'), (None, 27180), (None, 140), (None, 'Total voters'), (None, 'Unaffiliated'), (None, 'Republican'), (None, 19258), (None, 'blue')]
# loading skeleton list...

# ========== candidate program report ========== #
# (t=0.00) i=0, candidate=[{'ANSWER': 27180}]
  # found 414 program(s)
    # SelectCol(SelectRow0(SelectRow1(@param0, <, 1, 28608@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, <, 1, 28608@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, <=, 1, 27180@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<=', 'Total voters', 27180], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, <=, 1, 27180@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '<=', 'Total voters', 27180], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >=, 1, 27180@Int), eqmin, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>=', 'Total voters', 27180], 'eqmin', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >=, 1, 27180@Int), eqmin, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>=', 'Total voters', 27180], 'eqmin', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >, 1, 19258@Int), eqmin, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>', 'Total voters', 19258], 'eqmin', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, >, 1, 19258@Int), eqmin, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '>', 'Total voters', 19258], 'eqmin', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, Democratic@Str), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'Party', 'Democratic'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 0, Democratic@Str), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'Party', 'Democratic'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 28608@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(@param0, !=, 1, 28608@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', 'input@0', '!=', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '==', 'Party', 'Unaffiliated'], ['Total voters']]
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'Total voters', 'blue'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 1, blue@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'Total voters', 'blue'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 1, blue@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'Total voters', 'blue'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 28608@Int), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 28608], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 28608@Int), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 28608], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 28608@Int), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 28608], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 28608@Int), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 28608], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Democratic@Str), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Democratic'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Democratic@Str), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Democratic'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Democratic@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Democratic'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Democratic@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Democratic'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Minor parties@Str), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Minor parties'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Minor parties@Str), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Minor parties'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Minor parties@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Minor parties'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Minor parties@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Minor parties'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Party@Str), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Party'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Party@Str), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Party'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Party@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Party'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Party@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Party'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, color@Str), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'color'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, color@Str), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'color'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, color@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'color'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, color@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'color'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 27180@Int), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 27180], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 27180@Int), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 27180], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 27180@Int), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 27180], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 27180@Int), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 27180], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 140@Int), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 140], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 140@Int), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 140], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 140@Int), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 140], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 140@Int), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 140], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Total voters@Str), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Total voters'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Total voters@Str), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Total voters'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Total voters@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Total voters'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Total voters@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Total voters'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Unaffiliated@Str), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Unaffiliated'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Unaffiliated@Str), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Unaffiliated'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Unaffiliated@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Unaffiliated'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Unaffiliated@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Unaffiliated'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Republican@Str), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Republican'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Republican@Str), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Republican'], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Republican@Str), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Republican'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, Republican@Str), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 'Republican'], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 19258@Int), ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 19258], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 19258@Int), ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 19258], '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 19258@Int), ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 19258], '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(SelectRow1(@param0, !=, 2, 19258@Int), ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', ['SelectRow1', 'input@0', '!=', 'color', 19258], '==', 'Total voters', 27180], ['Total voters']]
    # Summarize(SelectRow1(@param0, <, 1, 28608@Int), max, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], 'max', 'Total voters']
    # Summarize(SelectRow1(@param0, <=, 1, 27180@Int), max, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '<=', 'Total voters', 27180], 'max', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 0, Unaffiliated@Str), min, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Party', 'Unaffiliated'], 'min', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 0, Unaffiliated@Str), max, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Party', 'Unaffiliated'], 'max', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 0, Unaffiliated@Str), sum, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Party', 'Unaffiliated'], 'sum', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 0, Unaffiliated@Str), mean, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Party', 'Unaffiliated'], 'mean', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 1, 27180@Int), min, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Total voters', 27180], 'min', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 1, 27180@Int), max, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Total voters', 27180], 'max', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 1, 27180@Int), sum, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Total voters', 27180], 'sum', 'Total voters']
    # Summarize(SelectRow1(@param0, ==, 1, 27180@Int), mean, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '==', 'Total voters', 27180], 'mean', 'Total voters']
    # Summarize(SelectRow1(@param0, >=, 1, 27180@Int), min, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '>=', 'Total voters', 27180], 'min', 'Total voters']
    # Summarize(SelectRow1(@param0, >, 1, 19258@Int), min, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '>', 'Total voters', 19258], 'min', 'Total voters']
    # Summarize(SelectRow1(@param0, !=, 0, Democratic@Str), max, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '!=', 'Party', 'Democratic'], 'max', 'Total voters']
    # Summarize(SelectRow1(@param0, !=, 1, 28608@Int), max, 1)
      --> ['Summarize', ['SelectRow1', 'input@0', '!=', 'Total voters', 28608], 'max', 'Total voters']
    # SelectCol(SelectRow1(@param0, ==, 0, Unaffiliated@Str), ['1'])
      --> ['SelectCol', ['SelectRow1', 'input@0', '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(@param0, ==, 0, Unaffiliated@Str), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', 'input@0', '==', 'Party', 'Unaffiliated'], ['Total voters']]
    # SelectCol(SelectRow1(@param0, ==, 1, 27180@Int), ['1'])
      --> ['SelectCol', ['SelectRow1', 'input@0', '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow1(@param0, ==, 1, 27180@Int), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow1', 'input@0', '==', 'Total voters', 27180], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), <, 1, 28608@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '<', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), <, 1, 28608@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '<', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), <=, 1, 28608@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '<=', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), <=, 1, 28608@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '<=', 'Total voters', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), <=, 1, 27180@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '<=', 'Total voters', 27180], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), <=, 1, 27180@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '<=', 'Total voters', 27180], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), ==, 2, blue@Str), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '==', 'color', 'blue'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), ==, 2, blue@Str), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '==', 'color', 'blue'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), >=, 1, 140@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '>=', 'Total voters', 140], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), >=, 1, 140@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '>=', 'Total voters', 140], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), >=, 1, 19258@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '>=', 'Total voters', 19258], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), >=, 1, 19258@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '>=', 'Total voters', 19258], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), >, 1, 140@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '>', 'Total voters', 140], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), >, 1, 140@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '>', 'Total voters', 140], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), !=, 0, 28608@Int), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '!=', 'Party', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), !=, 0, 28608@Int), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '!=', 'Party', 28608], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), !=, 0, Democratic@Str), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '!=', 'Party', 'Democratic'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), !=, 0, Democratic@Str), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '!=', 'Party', 'Democratic'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), !=, 0, Minor parties@Str), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '!=', 'Party', 'Minor parties'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), !=, 0, Minor parties@Str), eqmax, 1), ['-99', '-2'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '!=', 'Party', 'Minor parties'], 'eqmax', 'Total voters'], ['Total voters']]
    # SelectCol(SelectRow0(SelectRow1(SelectRow1(@param0, <, 1, 28608@Int), !=, 0, Party@Str), eqmax, 1), ['1'])
      --> ['SelectCol', ['SelectRow0', ['SelectRow1', ['SelectRow1', 'input@0', '<', 'Total voters', 28608], '!=', 'Party', 'Party'], 'eqmax', 'Total voters'], ['Total voters']]
